web-scraper-order,web-scraper-start-url,category,category-href,company,rating
"1593890529-3932","https://thegoodshoppingguide.com/","Ethical Pasta, Pulses and Rice","https://thegoodshoppingguide.com/subject/pasta-pulse-and-rices/","Seeds of Change","46"
"1593890438-3159","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","HTC","75"
"1593890575-4292","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","M&S Energy* from SSE","70"
"1593890505-3761","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Beauty Without Cruelty","88"
"1593890546-4038","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Maxwell House","38"
"1593890448-3239","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","RAC","61"
"1593890523-3890","https://thegoodshoppingguide.com/","Ethical Sugar","https://thegoodshoppingguide.com/subject/sugar/","Marks & Spencer","77"
"1593890497-3702","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Caurnie","85"
"1593890497-3713","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Kérastase","50"
"1593890575-4300","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","ScottishPower","40"
"1593890540-3987","https://thegoodshoppingguide.com/","Ethical Crisps","https://thegoodshoppingguide.com/subject/crisps/","Red Mill","62"
"1593890501-3736","https://thegoodshoppingguide.com/","Ethical Pain Remedies","https://thegoodshoppingguide.com/subject/pain-remedies/","Nurofen","42"
"1593890488-3602","https://thegoodshoppingguide.com/","Ethical Toothpaste","https://thegoodshoppingguide.com/subject/ethical-toothpaste/","Crest","31"
"1593890551-4080","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Beco","82"
"1593890551-4092","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Butcher's","73"
"1593890505-3763","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","The Body Shop","81"
"1593890529-3930","https://thegoodshoppingguide.com/","Ethical Pasta, Pulses and Rice","https://thegoodshoppingguide.com/subject/pasta-pulse-and-rices/","Tilda","67"
"1593890501-3741","https://thegoodshoppingguide.com/","Ethical Pain Remedies","https://thegoodshoppingguide.com/subject/pain-remedies/","Hedex","27"
"1593890514-3831","https://thegoodshoppingguide.com/","Ethical Vegan & Vegetarian Foods","https://thegoodshoppingguide.com/subject/vegetarian-foods/","Biona","79"
"1593890529-3929","https://thegoodshoppingguide.com/","Ethical Pasta, Pulses and Rice","https://thegoodshoppingguide.com/subject/pasta-pulse-and-rices/","Garofalo","67"
"1593890542-3999","https://thegoodshoppingguide.com/","Ethical Cooking Oil","https://thegoodshoppingguide.com/subject/cooking-oil/","Pura","38"
"1593890479-3526","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","Siemens","73"
"1593890472-3452","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","De Dietrich","82"
"1593890532-3941","https://thegoodshoppingguide.com/","Ethical Margarine","https://thegoodshoppingguide.com/subject/margarine/","Kerrygold","50"
"1593890549-4060","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Mars Bar","42"
"1593890481-3546","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Dettol","41"
"1593890488-3598","https://thegoodshoppingguide.com/","Ethical Toothpaste","https://thegoodshoppingguide.com/subject/ethical-toothpaste/","Colgate","54"
"1593890512-3822","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Weight Watchers","54"
"1593890519-3867","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Twinings","58"
"1593890559-4157","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","San Pellegrino","45"
"1593890510-3808","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Lemsip Original","46"
"1593890448-3229","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Budget Insurance","66"
"1593890557-4141","https://thegoodshoppingguide.com/","Ethical Bread","https://thegoodshoppingguide.com/subject/bread/","Kingsmill","54"
"1593890542-3998","https://thegoodshoppingguide.com/","Ethical Cooking Oil","https://thegoodshoppingguide.com/subject/cooking-oil/","Olivio","54"
"1593890559-4158","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","Vittel","45"
"1593890521-3876","https://thegoodshoppingguide.com/","Ethical Supermarkets","https://thegoodshoppingguide.com/subject/supermarkets/","Waitrose","71"
"1593890488-3600","https://thegoodshoppingguide.com/","Ethical Toothpaste","https://thegoodshoppingguide.com/subject/ethical-toothpaste/","Pearl Drops","50"
"1593890557-4127","https://thegoodshoppingguide.com/","Ethical Bread","https://thegoodshoppingguide.com/subject/bread/","Doves Farm","96"
"1593890519-3855","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Traidcraft","96"
"1593890519-3871","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Good Earth","46"
"1593890475-3479","https://thegoodshoppingguide.com/","Ethical Flower Delivery Companies","https://thegoodshoppingguide.com/subject/ethical-flower-delivery-companies/","Blossoming Gifts","70"
"1593890559-4151","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","Thirsty Planet","85"
"1593890444-3193","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","Nationwide Building Society","83"
"1593890438-3163","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","Motorola","58"
"1593890555-4117","https://thegoodshoppingguide.com/","Ethical Breakfast Cereal","https://thegoodshoppingguide.com/subject/breakfast-cereal/","Infinity","79"
"1593890573-4261","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Marks & Spencer","68"
"1593890490-3613","https://thegoodshoppingguide.com/","Ethical Sun Protection","https://thegoodshoppingguide.com/subject/sun-protection/","Banana Boat","65"
"1593890438-3169","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","Google Pixel","33"
"1593890475-3475","https://thegoodshoppingguide.com/","Ethical Flower Delivery Companies","https://thegoodshoppingguide.com/subject/ethical-flower-delivery-companies/","Bunches","75"
"1593890544-4014","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","Pret a Manger","58"
"1593890438-3155","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","Fairphone","96"
"1593890461-3359","https://thegoodshoppingguide.com/","Ethical Paint","https://thegoodshoppingguide.com/subject/paint/","Wickes","83"
"1593890501-3738","https://thegoodshoppingguide.com/","Ethical Pain Remedies","https://thegoodshoppingguide.com/subject/pain-remedies/","Feminax","35"
"1593890479-3510","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","Electrolux","95"
"1593890481-3536","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Bio D","95"
"1593890477-3498","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Gaggenau","73"
"1593890575-4289","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","Budget Energy (NI)","75"
"1593890525-3899","https://thegoodshoppingguide.com/","Ethical Soup","https://thegoodshoppingguide.com/subject/soup/","Baxters","62"
"1593890570-4215","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Veja","92"
"1593890486-3584","https://thegoodshoppingguide.com/","Ethical Vitamins","https://thegoodshoppingguide.com/subject/ethical-vitamins/","Bassetts","38"
"1593890483-3557","https://thegoodshoppingguide.com/","Ethical Boilers","https://thegoodshoppingguide.com/subject/boilers/","Atmos","86"
"1593890505-3774","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Clinique","42"
"1593890555-4116","https://thegoodshoppingguide.com/","Ethical Breakfast Cereal","https://thegoodshoppingguide.com/subject/breakfast-cereal/","Doves Farm","96"
"1593890549-4041","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Seed & Bean","92"
"1593890553-4107","https://thegoodshoppingguide.com/","Ethical Butter","https://thegoodshoppingguide.com/subject/butter/","Suma","96"
"1593890464-3369","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Ecoleaf (Suma)","95"
"1593890431-3109","https://thegoodshoppingguide.com/","Ethical TV and Broadband","https://thegoodshoppingguide.com/subject/tv-and-broadband/","Post Office","90"
"1593890566-4194","https://thegoodshoppingguide.com/","Ethical Bananas","https://thegoodshoppingguide.com/subject/bananas/","The Co-operative","75"
"1593890568-4208","https://thegoodshoppingguide.com/","Ethical Baby Food","https://thegoodshoppingguide.com/subject/baby-food/","Hipp Organics","71"
"1593890435-3154","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","Samsung","38"
"1593890472-3442","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","AEG","95"
"1593890492-3649","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Radox","35"
"1593890546-4033","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Lidl","50"
"1593890573-4267","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Burton","50"
"1593890532-3938","https://thegoodshoppingguide.com/","Ethical Margarine","https://thegoodshoppingguide.com/subject/margarine/","Willow","58"
"1593890497-3706","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Paul Mitchell","73"
"1593890477-3490","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Miele","86"
"1593890557-4128","https://thegoodshoppingguide.com/","Ethical Bread","https://thegoodshoppingguide.com/subject/bread/","Village Bakery","96"
"1593890534-3950","https://thegoodshoppingguide.com/","Ethical Jam and Spreads","https://thegoodshoppingguide.com/subject/jam-and-spreads/","Robertsons","71"
"1593890516-3845","https://thegoodshoppingguide.com/","Ethical Tinned Tuna","https://thegoodshoppingguide.com/subject/tinned-tuna/","Waitrose","77"
"1593890529-3928","https://thegoodshoppingguide.com/","Ethical Pasta, Pulses and Rice","https://thegoodshoppingguide.com/subject/pasta-pulse-and-rices/","De Cecco","75"
"1593890559-4146","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","Life Water","95"
"1593890459-3337","https://thegoodshoppingguide.com/","Ethical Televisions","https://thegoodshoppingguide.com/subject/televisions/","Aiwa","73"
"1593890555-4119","https://thegoodshoppingguide.com/","Ethical Breakfast Cereal","https://thegoodshoppingguide.com/subject/breakfast-cereal/","Kallo","75"
"1593890512-3817","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Yeo Valley Organic","79"
"1593890566-4204","https://thegoodshoppingguide.com/","Ethical Bananas","https://thegoodshoppingguide.com/subject/bananas/","Asda","46"
"1593890512-3823","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Actimel","50"
"1593890495-3651","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Green People","100"
"1593890444-3191","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","Ecology Building Society","94"
"1593890470-3431","https://thegoodshoppingguide.com/","Ethical Furniture‍‍‍","https://thegoodshoppingguide.com/subject/ethical-furniture%e2%80%8d%e2%80%8d%e2%80%8d/","Harvey's","77"
"1593890512-3815","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Woodlands Park","87"
"1593890448-3234","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Insure Green","66"
"1593890453-3283","https://thegoodshoppingguide.com/","Ethical Washing Up Liquid","https://thegoodshoppingguide.com/subject/washing-up-liquid/","Attitude","77"
"1593890477-3496","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Swan","77"
"1593890540-3991","https://thegoodshoppingguide.com/","Ethical Crisps","https://thegoodshoppingguide.com/subject/crisps/","KP","41"
"1593890433-3128","https://thegoodshoppingguide.com/","Ethical Printers","https://thegoodshoppingguide.com/subject/printers/","Dell","59"
"1593890510-3801","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Neal's Yard Remedies","100"
"1593890501-3739","https://thegoodshoppingguide.com/","Ethical Pain Remedies","https://thegoodshoppingguide.com/subject/pain-remedies/","Boots","31"
"1593890519-3869","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Tesco","50"
"1593890451-3272","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","Lloyds Bank","33"
